=== Market Cap Auto-Sell Monitor ===

Sell trigger: $6000 market cap
Monitoring 10 tokens:

  SEEKBOT (wallet-1): 9T95V7S1y7L8...
  AVAULT (wallet-2): APXYEg1wQheu...
  NSWAP (wallet-3): 7PV9EpZXivde...
  PCHAIN (wallet-4): D8u7g47FCPtM...
  SEEDG (wallet-5): 8k51Q6gvA8nU...
  SKNET (wallet-6): FYVK2YQrXT47...
  MDAO (wallet-7): GFgbDMJmMmrK...
  TRELAY (wallet-8): AemCtvSpewGh...
  CSIGN (wallet-9): kynRpxt3ASUk...
  SWARM (wallet-10): F3kXwe6eF8hS...

Starting monitor (polling every 15s + WebSocket)...

WebSocket connected — subscribing to token trades...
  [11:02:00 AM] MDAO: $4806 mcap (target: $6000)
  [11:02:02 AM] TRELAY: $4846 mcap (target: $6000)
  [11:02:04 AM] CSIGN: $4835 mcap (target: $6000)
  [11:02:06 AM] SWARM: $4833 mcap (target: $6000)
  [11:02:23 AM] SEEKBOT: $5320 mcap (target: $6000)
  [11:02:25 AM] AVAULT: $5329 mcap (target: $6000)
  [11:02:26 AM] NSWAP: $5313 mcap (target: $6000)
  [11:02:28 AM] PCHAIN: $5320 mcap (target: $6000)
  [11:02:30 AM] SEEDG: $5317 mcap (target: $6000)
  [11:02:32 AM] SKNET: $5320 mcap (target: $6000)
  [11:02:33 AM] MDAO: $5320 mcap (target: $6000)
  [11:02:35 AM] TRELAY: $5364 mcap (target: $6000)
  [11:02:37 AM] CSIGN: $5351 mcap (target: $6000)
  [11:02:39 AM] SWARM: $5350 mcap (target: $6000)
  [11:02:56 AM] SEEKBOT: $5320 mcap (target: $6000)
  [11:02:57 AM] AVAULT: $5329 mcap (target: $6000)
  [11:02:59 AM] NSWAP: $5313 mcap (target: $6000)
  [11:03:01 AM] PCHAIN: $5320 mcap (target: $6000)
  [11:03:03 AM] SEEDG: $5317 mcap (target: $6000)
  [11:03:04 AM] SKNET: $5320 mcap (target: $6000)
  [11:03:06 AM] MDAO: $5320 mcap (target: $6000)
  [11:03:08 AM] TRELAY: $5364 mcap (target: $6000)
  [11:03:10 AM] CSIGN: $5351 mcap (target: $6000)
  [11:03:11 AM] SWARM: $5350 mcap (target: $6000)
  [11:03:29 AM] SEEKBOT: $5320 mcap (target: $6000)
  [11:03:30 AM] AVAULT: $5329 mcap (target: $6000)
  [11:03:32 AM] NSWAP: $5313 mcap (target: $6000)
  [11:03:34 AM] PCHAIN: $5320 mcap (target: $6000)
  [11:03:34 AM] SWARM trade: mcap ~$2513 (buy)
  [11:03:36 AM] SEEDG: $5317 mcap (target: $6000)
  [11:03:38 AM] SKNET: $5320 mcap (target: $6000)
  [11:03:39 AM] MDAO: $5320 mcap (target: $6000)
  [11:03:41 AM] TRELAY: $5364 mcap (target: $6000)
  [11:03:43 AM] CSIGN: $5351 mcap (target: $6000)
  [11:03:45 AM] SWARM: $5353 mcap (target: $6000)
  [11:04:02 AM] SEEKBOT: $5320 mcap (target: $6000)
  [11:04:04 AM] AVAULT: $5329 mcap (target: $6000)
  [11:04:05 AM] NSWAP: $5313 mcap (target: $6000)
  [11:04:07 AM] PCHAIN: $5320 mcap (target: $6000)
  [11:04:09 AM] SEEDG: $5317 mcap (target: $6000)
  [11:04:10 AM] TRELAY trade: mcap ~$2527 (buy)
  [11:04:11 AM] SKNET: $5320 mcap (target: $6000)
  [11:04:12 AM] MDAO: $5320 mcap (target: $6000)
  [11:04:14 AM] TRELAY: $5367 mcap (target: $6000)
  [11:04:16 AM] CSIGN: $5351 mcap (target: $6000)
  [11:04:18 AM] SWARM: $5353 mcap (target: $6000)
  [11:04:35 AM] SEEKBOT: $5323 mcap (target: $6000)
  [11:04:37 AM] AVAULT: $5332 mcap (target: $6000)
  [11:04:38 AM] NSWAP: $5316 mcap (target: $6000)
  [11:04:40 AM] PCHAIN: $5323 mcap (target: $6000)
  [11:04:40 AM] PCHAIN trade: mcap ~$2246 (buy)
  [11:04:42 AM] SEEDG: $5320 mcap (target: $6000)
  [11:04:43 AM] SKNET: $5323 mcap (target: $6000)
  [11:04:45 AM] MDAO: $5323 mcap (target: $6000)
  [11:04:47 AM] TRELAY: $5371 mcap (target: $6000)
  [11:04:49 AM] CSIGN: $5354 mcap (target: $6000)
  [11:04:50 AM] SWARM: $5356 mcap (target: $6000)
  [11:05:07 AM] SEEKBOT: $4806 mcap (target: $6000)
  [11:05:09 AM] MDAO trade: mcap ~$2245 (buy)
  [11:05:09 AM] AVAULT: $4814 mcap (target: $6000)
  [11:05:11 AM] NSWAP: $4800 mcap (target: $6000)
  [11:05:13 AM] PCHAIN: $4810 mcap (target: $6000)
  [11:05:14 AM] SEEDG: $4803 mcap (target: $6000)
  [11:05:16 AM] SKNET: $4806 mcap (target: $6000)
  [11:05:18 AM] MDAO: $4809 mcap (target: $6000)
  [11:05:20 AM] TRELAY: $4849 mcap (target: $6000)
  [11:05:21 AM] CSIGN: $4835 mcap (target: $6000)
  [11:05:23 AM] SWARM: $4836 mcap (target: $6000)
  [11:05:40 AM] SEEKBOT: $5328 mcap (target: $6000)
  [11:05:42 AM] AVAULT: $5337 mcap (target: $6000)
  [11:05:44 AM] NSWAP: $5321 mcap (target: $6000)
  [11:05:46 AM] PCHAIN: $5331 mcap (target: $6000)
  [11:05:47 AM] SEEDG: $5324 mcap (target: $6000)
  [11:05:48 AM] SEEKBOT trade: mcap ~$2489 (buy)
  [11:05:49 AM] SKNET: $5328 mcap (target: $6000)
  [11:05:51 AM] MDAO: $5331 mcap (target: $6000)
  [11:05:53 AM] TRELAY: $5375 mcap (target: $6000)
  [11:05:54 AM] CSIGN: $5359 mcap (target: $6000)
  [11:05:56 AM] SWARM: $5361 mcap (target: $6000)
  [11:06:13 AM] SEEKBOT: $5331 mcap (target: $6000)
  [11:06:15 AM] AVAULT: $5337 mcap (target: $6000)
  [11:06:16 AM] NSWAP: $5321 mcap (target: $6000)
  [11:06:18 AM] PCHAIN: $5331 mcap (target: $6000)
  [11:06:20 AM] SEEDG: $5324 mcap (target: $6000)
  [11:06:22 AM] SKNET: $5328 mcap (target: $6000)
  [11:06:24 AM] MDAO: $5331 mcap (target: $6000)
  [11:06:25 AM] TRELAY: $5375 mcap (target: $6000)
  [11:06:27 AM] CSIGN: $5359 mcap (target: $6000)
  [11:06:29 AM] SWARM: $5361 mcap (target: $6000)
  [11:06:46 AM] SEEKBOT: $5332 mcap (target: $6000)
  [11:06:46 AM] PCHAIN trade: mcap ~$2249 (buy)
  [11:06:48 AM] AVAULT: $5337 mcap (target: $6000)
  [11:06:49 AM] NSWAP: $5321 mcap (target: $6000)
  [11:06:51 AM] PCHAIN: $5336 mcap (target: $6000)
  [11:06:52 AM] SEEDG: $5325 mcap (target: $6000)
  [11:06:54 AM] SKNET: $5328 mcap (target: $6000)
  [11:06:56 AM] MDAO: $5332 mcap (target: $6000)
  [11:06:58 AM] TRELAY: $5376 mcap (target: $6000)
  [11:06:59 AM] CSIGN: $5360 mcap (target: $6000)
  [11:07:01 AM] SWARM: $5362 mcap (target: $6000)
  [11:07:18 AM] SEEKBOT: $4810 mcap (target: $6000)
  [11:07:20 AM] AVAULT: $4814 mcap (target: $6000)
  [11:07:22 AM] NSWAP: $4800 mcap (target: $6000)
  [11:07:24 AM] PCHAIN: $4813 mcap (target: $6000)
  [11:07:25 AM] SEEDG: $4803 mcap (target: $6000)
  [11:07:27 AM] SKNET: $4806 mcap (target: $6000)
  [11:07:29 AM] MDAO: $4809 mcap (target: $6000)
  [11:07:30 AM] TRELAY: $4849 mcap (target: $6000)
  [11:07:32 AM] CSIGN: $4835 mcap (target: $6000)
  [11:07:34 AM] SWARM: $4836 mcap (target: $6000)
  [11:07:41 AM] NSWAP trade: mcap ~$2240 (buy)
  [11:07:51 AM] SEEKBOT: $5337 mcap (target: $6000)
  [11:07:53 AM] AVAULT: $5342 mcap (target: $6000)
  [11:07:54 AM] NSWAP: $5330 mcap (target: $6000)
  [11:07:56 AM] PCHAIN: $5340 mcap (target: $6000)
  [11:07:58 AM] SEEDG: $5330 mcap (target: $6000)
  [11:08:00 AM] SKNET: $5333 mcap (target: $6000)
  [11:08:01 AM] MDAO: $5337 mcap (target: $6000)
  [11:08:03 AM] TRELAY: $5381 mcap (target: $6000)
  [11:08:05 AM] CSIGN: $5365 mcap (target: $6000)
  [11:08:07 AM] SWARM: $5367 mcap (target: $6000)
  [11:08:10 AM] CSIGN trade: mcap ~$2521 (buy)
  [11:08:24 AM] SEEKBOT: $5340 mcap (target: $6000)
  [11:08:25 AM] AVAULT: $5346 mcap (target: $6000)
  [11:08:27 AM] NSWAP: $5333 mcap (target: $6000)
  [11:08:29 AM] PCHAIN: $5344 mcap (target: $6000)
  [11:08:31 AM] SEEDG: $5333 mcap (target: $6000)
  [11:08:33 AM] SKNET: $5337 mcap (target: $6000)
  [11:08:34 AM] SWARM trade: mcap ~$2525 (buy)
  [11:08:34 AM] MDAO: $5340 mcap (target: $6000)
  [11:08:36 AM] TRELAY: $5384 mcap (target: $6000)
  [11:08:38 AM] CSIGN: $5372 mcap (target: $6000)
  [11:08:39 AM] SWARM: $5374 mcap (target: $6000)
  [11:08:57 AM] SEEKBOT: $4810 mcap (target: $6000)
  [11:08:58 AM] AVAULT: $4814 mcap (target: $6000)
  [11:09:00 AM] NSWAP: $4803 mcap (target: $6000)
  [11:09:02 AM] PCHAIN: $4813 mcap (target: $6000)
  [11:09:04 AM] SEEDG: $4803 mcap (target: $6000)
  [11:09:05 AM] SKNET: $4806 mcap (target: $6000)
  [11:09:07 AM] SEEDG trade: mcap ~$2243 (buy)
  [11:09:07 AM] MDAO: $4809 mcap (target: $6000)
  [11:09:09 AM] TRELAY: $4849 mcap (target: $6000)
  [11:09:11 AM] CSIGN: $4838 mcap (target: $6000)
  [11:09:12 AM] SWARM: $4840 mcap (target: $6000)
  [11:09:29 AM] SEEKBOT: $4810 mcap (target: $6000)
  [11:09:31 AM] AVAULT: $4814 mcap (target: $6000)
  [11:09:33 AM] NSWAP: $4803 mcap (target: $6000)
  [11:09:35 AM] PCHAIN: $4813 mcap (target: $6000)
  [11:09:36 AM] TRELAY trade: mcap ~$2286 (buy)
  [11:09:37 AM] SEEDG: $4806 mcap (target: $6000)
  [11:09:38 AM] SKNET: $4806 mcap (target: $6000)
  [11:09:40 AM] MDAO: $4809 mcap (target: $6000)
  [11:09:42 AM] TRELAY: $4852 mcap (target: $6000)
  [11:09:44 AM] CSIGN: $4838 mcap (target: $6000)
  [11:09:45 AM] SWARM: $4840 mcap (target: $6000)
  [11:10:02 AM] SEEKBOT: $5349 mcap (target: $6000)
  [11:10:04 AM] AVAULT: $5354 mcap (target: $6000)
  [11:10:06 AM] NSWAP: $5342 mcap (target: $6000)
  [11:10:08 AM] PCHAIN: $5352 mcap (target: $6000)
  [11:10:09 AM] SEEDG: $5345 mcap (target: $6000)
  [11:10:10 AM] PCHAIN trade: mcap ~$2504 (buy)
  [11:10:11 AM] SKNET: $5345 mcap (target: $6000)
  [11:10:13 AM] MDAO: $5349 mcap (target: $6000)
  [11:10:14 AM] TRELAY: $5397 mcap (target: $6000)
  [11:10:16 AM] CSIGN: $5380 mcap (target: $6000)
  [11:10:18 AM] SWARM: $5382 mcap (target: $6000)
  [11:10:32 AM] TRELAY trade: mcap ~$2573 (buy)
  [11:10:34 AM] TRELAY trade: mcap ~$2324 (buy)
  [11:10:35 AM] SEEKBOT: $4810 mcap (target: $6000)
  [11:10:36 AM] CSIGN trade: mcap ~$2289 (buy)
  [11:10:37 AM] AVAULT: $4814 mcap (target: $6000)
  [11:10:38 AM] NSWAP: $4803 mcap (target: $6000)
  [11:10:39 AM] CSIGN trade: mcap ~$2310 (buy)
  [11:10:40 AM] SWARM trade: mcap ~$2296 (buy)
  [11:10:40 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:10:42 AM] SEEDG: $4806 mcap (target: $6000)
  [11:10:43 AM] SWARM trade: mcap ~$2311 (buy)
  [11:10:44 AM] SKNET: $4806 mcap (target: $6000)
  [11:10:45 AM] SWARM trade: mcap ~$2314 (buy)
  [11:10:45 AM] MDAO: $4809 mcap (target: $6000)
  [11:10:47 AM] TRELAY: $4892 mcap (target: $6000)
  [11:10:49 AM] CSIGN: $4878 mcap (target: $6000)
  [11:10:51 AM] SWARM: $4883 mcap (target: $6000)
  [11:11:08 AM] SEEDG trade: mcap ~$2246 (buy)
  [11:11:08 AM] SEEKBOT: $4810 mcap (target: $6000)
  [11:11:09 AM] AVAULT: $4814 mcap (target: $6000)
  [11:11:11 AM] NSWAP: $4803 mcap (target: $6000)
  [11:11:13 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:11:15 AM] SEEDG: $4810 mcap (target: $6000)
  [11:11:16 AM] SKNET: $4806 mcap (target: $6000)
  [11:11:18 AM] MDAO: $4809 mcap (target: $6000)
  [11:11:20 AM] TRELAY: $4892 mcap (target: $6000)
  [11:11:21 AM] CSIGN: $4878 mcap (target: $6000)
  [11:11:23 AM] SWARM: $4883 mcap (target: $6000)
  [11:11:40 AM] SEEKBOT: $5363 mcap (target: $6000)
  [11:11:42 AM] AVAULT: $5369 mcap (target: $6000)
  [11:11:44 AM] NSWAP: $5356 mcap (target: $6000)
  [11:11:46 AM] PCHAIN: $5370 mcap (target: $6000)
  [11:11:47 AM] SEEDG: $5363 mcap (target: $6000)
  [11:11:49 AM] SKNET: $5360 mcap (target: $6000)
  [11:11:51 AM] MDAO: $5363 mcap (target: $6000)
  [11:11:53 AM] TRELAY: $5456 mcap (target: $6000)
  [11:11:54 AM] CSIGN: $5439 mcap (target: $6000)
  [11:11:56 AM] SWARM: $5445 mcap (target: $6000)
  [11:11:58 AM] SEEKBOT trade: mcap ~$2507 (buy)
  [11:12:13 AM] SEEKBOT: $5367 mcap (target: $6000)
  [11:12:15 AM] AVAULT: $5369 mcap (target: $6000)
  [11:12:16 AM] NSWAP: $5356 mcap (target: $6000)
  [11:12:18 AM] PCHAIN: $5370 mcap (target: $6000)
  [11:12:20 AM] SEEDG: $5363 mcap (target: $6000)
  [11:12:22 AM] SKNET: $5360 mcap (target: $6000)
  [11:12:23 AM] MDAO: $5363 mcap (target: $6000)
  [11:12:25 AM] TRELAY: $5456 mcap (target: $6000)
  [11:12:27 AM] CSIGN: $5439 mcap (target: $6000)
  [11:12:28 AM] SWARM: $5445 mcap (target: $6000)
  [11:12:46 AM] SEEKBOT: $5373 mcap (target: $6000)
  [11:12:47 AM] AVAULT: $5375 mcap (target: $6000)
  [11:12:49 AM] NSWAP: $5363 mcap (target: $6000)
  [11:12:51 AM] PCHAIN: $5377 mcap (target: $6000)
  [11:12:53 AM] SEEDG: $5370 mcap (target: $6000)
  [11:12:54 AM] SKNET: $5366 mcap (target: $6000)
  [11:12:56 AM] MDAO: $5370 mcap (target: $6000)
  [11:12:58 AM] TRELAY: $5462 mcap (target: $6000)
  [11:13:00 AM] CSIGN: $5446 mcap (target: $6000)
  [11:13:01 AM] SWARM: $5452 mcap (target: $6000)
  [11:13:06 AM] CSIGN trade: mcap ~$2582 (buy)
  [11:13:19 AM] SEEKBOT: $5373 mcap (target: $6000)
  [11:13:20 AM] AVAULT: $5375 mcap (target: $6000)
  [11:13:22 AM] NSWAP: $5363 mcap (target: $6000)
  [11:13:24 AM] PCHAIN: $5377 mcap (target: $6000)
  [11:13:25 AM] SEEDG: $5370 mcap (target: $6000)
  [11:13:27 AM] SKNET: $5366 mcap (target: $6000)
  [11:13:29 AM] MDAO: $5370 mcap (target: $6000)
  [11:13:31 AM] TRELAY: $5462 mcap (target: $6000)
  [11:13:32 AM] CSIGN: $5450 mcap (target: $6000)
  [11:13:34 AM] SWARM: $5452 mcap (target: $6000)
  [11:13:50 AM] SEEKBOT trade: mcap ~$2515 (buy)
  [11:13:51 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:13:53 AM] AVAULT: $4814 mcap (target: $6000)
  [11:13:55 AM] NSWAP: $4803 mcap (target: $6000)
  [11:13:57 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:13:58 AM] SEEDG: $4810 mcap (target: $6000)
  [11:14:00 AM] SKNET: $4806 mcap (target: $6000)
  [11:14:02 AM] MDAO: $4809 mcap (target: $6000)
  [11:14:04 AM] TRELAY: $4892 mcap (target: $6000)
  [11:14:06 AM] CSIGN: $4881 mcap (target: $6000)
  [11:14:07 AM] SWARM: $4883 mcap (target: $6000)
  [11:14:21 AM] AVAULT trade: mcap ~$2253 (buy)
  [11:14:24 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:14:26 AM] AVAULT: $4818 mcap (target: $6000)
  [11:14:28 AM] NSWAP: $4803 mcap (target: $6000)
  [11:14:29 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:14:31 AM] SEEDG: $4810 mcap (target: $6000)
  [11:14:33 AM] SKNET: $4806 mcap (target: $6000)
  [11:14:34 AM] MDAO: $4809 mcap (target: $6000)
  [11:14:36 AM] TRELAY: $4892 mcap (target: $6000)
  [11:14:38 AM] CSIGN: $4881 mcap (target: $6000)
  [11:14:40 AM] SWARM: $4883 mcap (target: $6000)
  [11:14:57 AM] SEEKBOT: $5388 mcap (target: $6000)
  [11:14:59 AM] AVAULT: $5390 mcap (target: $6000)
  [11:15:01 AM] NSWAP: $5374 mcap (target: $6000)
  [11:15:02 AM] PCHAIN: $5388 mcap (target: $6000)
  [11:15:04 AM] SEEDG: $5381 mcap (target: $6000)
  [11:15:06 AM] SKNET: $5378 mcap (target: $6000)
  [11:15:08 AM] MDAO: $5381 mcap (target: $6000)
  [11:15:10 AM] TRELAY: $5474 mcap (target: $6000)
  [11:15:11 AM] CSIGN: $5461 mcap (target: $6000)
  [11:15:13 AM] SWARM: $5463 mcap (target: $6000)
  [11:15:30 AM] SEEKBOT: $5391 mcap (target: $6000)
  [11:15:32 AM] AVAULT: $5393 mcap (target: $6000)
  [11:15:34 AM] NSWAP: $5377 mcap (target: $6000)
  [11:15:35 AM] PCHAIN: $5391 mcap (target: $6000)
  [11:15:37 AM] SEEDG: $5384 mcap (target: $6000)
  [11:15:39 AM] SKNET: $5381 mcap (target: $6000)
  [11:15:41 AM] MDAO: $5384 mcap (target: $6000)
  [11:15:42 AM] TRELAY: $5477 mcap (target: $6000)
  [11:15:44 AM] CSIGN: $5464 mcap (target: $6000)
  [11:15:46 AM] SWARM: $5466 mcap (target: $6000)
  [11:16:03 AM] SEEKBOT: $5391 mcap (target: $6000)
  [11:16:05 AM] AVAULT: $5393 mcap (target: $6000)
  [11:16:06 AM] NSWAP: $5377 mcap (target: $6000)
  [11:16:07 AM] CSIGN trade: mcap ~$2562 (sell)
  [11:16:07 AM] CSIGN trade: mcap ~$2565 (buy)
  [11:16:08 AM] PCHAIN: $5391 mcap (target: $6000)
  [11:16:10 AM] SEEDG: $5384 mcap (target: $6000)
  [11:16:12 AM] SKNET: $5381 mcap (target: $6000)
  [11:16:13 AM] MDAO: $5384 mcap (target: $6000)
  [11:16:15 AM] TRELAY: $5477 mcap (target: $6000)
  [11:16:17 AM] CSIGN: $5439 mcap (target: $6000)
  [11:16:19 AM] SWARM: $5466 mcap (target: $6000)
  [11:16:36 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:16:37 AM] AVAULT: $4818 mcap (target: $6000)
  [11:16:39 AM] NSWAP: $4803 mcap (target: $6000)
  [11:16:41 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:16:42 AM] SEEDG: $4810 mcap (target: $6000)
  [11:16:44 AM] SKNET: $4806 mcap (target: $6000)
  [11:16:46 AM] MDAO: $4809 mcap (target: $6000)
  [11:16:48 AM] TRELAY: $4892 mcap (target: $6000)
  [11:16:49 AM] CSIGN: $4859 mcap (target: $6000)
  [11:16:51 AM] SWARM: $4883 mcap (target: $6000)
  [11:16:56 AM] SKNET trade: mcap ~$2246 (buy)
  [11:17:08 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:17:10 AM] AVAULT: $4818 mcap (target: $6000)
  [11:17:12 AM] NSWAP: $4803 mcap (target: $6000)
  [11:17:14 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:17:15 AM] SEEDG: $4810 mcap (target: $6000)
  [11:17:17 AM] SKNET: $4810 mcap (target: $6000)
  [11:17:19 AM] MDAO: $4809 mcap (target: $6000)
  [11:17:21 AM] TRELAY: $4892 mcap (target: $6000)
  [11:17:23 AM] CSIGN: $4859 mcap (target: $6000)
  [11:17:24 AM] SWARM: $4883 mcap (target: $6000)
  [11:17:38 AM] SEEDG trade: mcap ~$2519 (buy)
  [11:17:42 AM] SEEKBOT: $5395 mcap (target: $6000)
  [11:17:43 AM] AVAULT: $5397 mcap (target: $6000)
  [11:17:45 AM] NSWAP: $5381 mcap (target: $6000)
  [11:17:47 AM] PCHAIN: $5395 mcap (target: $6000)
  [11:17:48 AM] SEEDG: $5392 mcap (target: $6000)
  [11:17:50 AM] SKNET: $5388 mcap (target: $6000)
  [11:17:52 AM] MDAO: $5388 mcap (target: $6000)
  [11:17:54 AM] TRELAY: $5481 mcap (target: $6000)
  [11:17:55 AM] CSIGN: $5443 mcap (target: $6000)
  [11:17:57 AM] SWARM: $5470 mcap (target: $6000)
  [11:18:14 AM] SEEKBOT: $5395 mcap (target: $6000)
  [11:18:16 AM] AVAULT: $5397 mcap (target: $6000)
  [11:18:18 AM] NSWAP: $5381 mcap (target: $6000)
  [11:18:19 AM] PCHAIN: $5395 mcap (target: $6000)
  [11:18:21 AM] SEEDG: $5392 mcap (target: $6000)
  [11:18:22 AM] SWARM trade: mcap ~$2318 (buy)
  [11:18:23 AM] SKNET: $5388 mcap (target: $6000)
  [11:18:24 AM] MDAO: $5388 mcap (target: $6000)
  [11:18:26 AM] TRELAY: $5481 mcap (target: $6000)
  [11:18:28 AM] CSIGN: $5443 mcap (target: $6000)
  [11:18:29 AM] SWARM: $5473 mcap (target: $6000)
  [11:18:46 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:18:48 AM] AVAULT: $4818 mcap (target: $6000)
  [11:18:50 AM] NSWAP: $4803 mcap (target: $6000)
  [11:18:51 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:18:53 AM] SEEDG: $4813 mcap (target: $6000)
  [11:18:55 AM] SKNET: $4810 mcap (target: $6000)
  [11:18:57 AM] MDAO: $4809 mcap (target: $6000)
  [11:18:58 AM] TRELAY: $4892 mcap (target: $6000)
  [11:19:00 AM] CSIGN: $4859 mcap (target: $6000)
  [11:19:02 AM] SWARM: $4886 mcap (target: $6000)
  [11:19:19 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:19:21 AM] AVAULT: $4818 mcap (target: $6000)
  [11:19:23 AM] NSWAP: $4803 mcap (target: $6000)
  [11:19:25 AM] PCHAIN: $4816 mcap (target: $6000)
  [11:19:26 AM] SEEDG: $4813 mcap (target: $6000)
  [11:19:28 AM] SKNET: $4810 mcap (target: $6000)
  [11:19:30 AM] MDAO: $4809 mcap (target: $6000)
  [11:19:32 AM] TRELAY: $4892 mcap (target: $6000)
  [11:19:33 AM] CSIGN: $4859 mcap (target: $6000)
  [11:19:35 AM] SWARM: $4886 mcap (target: $6000)
  [11:19:52 AM] SEEKBOT: $5394 mcap (target: $6000)
  [11:19:54 AM] AVAULT: $5396 mcap (target: $6000)
  [11:19:56 AM] NSWAP: $5380 mcap (target: $6000)
  [11:19:57 AM] PCHAIN: $5394 mcap (target: $6000)
  [11:19:59 AM] SEEDG: $5390 mcap (target: $6000)
  [11:20:01 AM] SKNET: $5387 mcap (target: $6000)
  [11:20:03 AM] MDAO: $5387 mcap (target: $6000)
  [11:20:04 AM] TRELAY: $5480 mcap (target: $6000)
  [11:20:06 AM] CSIGN: $5442 mcap (target: $6000)
  [11:20:08 AM] SWARM: $5472 mcap (target: $6000)
  [11:20:22 AM] PCHAIN trade: mcap ~$2524 (buy)
  [11:20:25 AM] SEEKBOT: $5391 mcap (target: $6000)
  [11:20:27 AM] AVAULT: $5393 mcap (target: $6000)
  [11:20:28 AM] NSWAP: $5377 mcap (target: $6000)
  [11:20:30 AM] PCHAIN: $5395 mcap (target: $6000)
  [11:20:32 AM] SEEDG: $5388 mcap (target: $6000)
  [11:20:34 AM] SKNET: $5384 mcap (target: $6000)
  [11:20:35 AM] MDAO: $5384 mcap (target: $6000)
  [11:20:37 AM] TRELAY: $5477 mcap (target: $6000)
  [11:20:39 AM] CSIGN: $5439 mcap (target: $6000)
  [11:20:41 AM] SWARM: $5470 mcap (target: $6000)
  [11:20:51 AM] PCHAIN trade: mcap ~$2527 (buy)
  [11:20:58 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:21:00 AM] AVAULT: $4818 mcap (target: $6000)
  [11:21:01 AM] NSWAP: $4803 mcap (target: $6000)
  [11:21:03 AM] PCHAIN: $4822 mcap (target: $6000)
  [11:21:05 AM] SEEDG: $4813 mcap (target: $6000)
  [11:21:07 AM] SKNET: $4810 mcap (target: $6000)
  [11:21:08 AM] MDAO: $4809 mcap (target: $6000)
  [11:21:10 AM] TRELAY: $4892 mcap (target: $6000)
  [11:21:12 AM] CSIGN: $4859 mcap (target: $6000)
  [11:21:14 AM] SWARM: $4886 mcap (target: $6000)
  [11:21:31 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:21:32 AM] AVAULT: $4818 mcap (target: $6000)
  [11:21:34 AM] NSWAP: $4803 mcap (target: $6000)
  [11:21:36 AM] PCHAIN: $4822 mcap (target: $6000)
  [11:21:38 AM] SEEDG: $4813 mcap (target: $6000)
  [11:21:40 AM] SKNET: $4810 mcap (target: $6000)
  [11:21:41 AM] MDAO: $4809 mcap (target: $6000)
  [11:21:43 AM] TRELAY: $4892 mcap (target: $6000)
  [11:21:45 AM] CSIGN: $4859 mcap (target: $6000)
  [11:21:46 AM] SWARM: $4886 mcap (target: $6000)
  [11:22:03 AM] SEEKBOT: $5390 mcap (target: $6000)
  [11:22:05 AM] AVAULT: $5392 mcap (target: $6000)
  [11:22:07 AM] NSWAP: $5376 mcap (target: $6000)
  [11:22:09 AM] PCHAIN: $5397 mcap (target: $6000)
  [11:22:10 AM] SEEDG: $5387 mcap (target: $6000)
  [11:22:12 AM] SKNET: $5383 mcap (target: $6000)
  [11:22:14 AM] MDAO: $5383 mcap (target: $6000)
  [11:22:16 AM] TRELAY: $5476 mcap (target: $6000)
  [11:22:17 AM] CSIGN: $5438 mcap (target: $6000)
  [11:22:19 AM] SWARM: $5469 mcap (target: $6000)
  [11:22:34 AM] TRELAY trade: mcap ~$2604 (buy)
  [11:22:36 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:22:38 AM] AVAULT: $4818 mcap (target: $6000)
  [11:22:40 AM] NSWAP: $4803 mcap (target: $6000)
  [11:22:41 AM] PCHAIN: $4822 mcap (target: $6000)
  [11:22:43 AM] SEEDG: $4813 mcap (target: $6000)
  [11:22:45 AM] SKNET: $4810 mcap (target: $6000)
  [11:22:47 AM] MDAO: $4809 mcap (target: $6000)
  [11:22:48 AM] TRELAY: $4896 mcap (target: $6000)
  [11:22:50 AM] CSIGN: $4859 mcap (target: $6000)
  [11:22:52 AM] SWARM: $4886 mcap (target: $6000)
  [11:23:06 AM] TRELAY trade: mcap ~$2330 (buy)
  [11:23:09 AM] SEEKBOT: $4816 mcap (target: $6000)
  [11:23:10 AM] AVAULT: $4818 mcap (target: $6000)
  [11:23:12 AM] NSWAP: $4803 mcap (target: $6000)
  [11:23:14 AM] PCHAIN: $4822 mcap (target: $6000)
  [11:23:16 AM] SEEDG: $4813 mcap (target: $6000)
  [11:23:17 AM] SKNET: $4810 mcap (target: $6000)
  [11:23:19 AM] MDAO: $4809 mcap (target: $6000)
  [11:23:21 AM] TRELAY: $4899 mcap (target: $6000)
