=== Market Cap Auto-Sell Monitor ===

Sell trigger: $6000 market cap
Monitoring 10 tokens:

  SEEKBOT (wallet-1): 9T95V7S1y7L8...
  AVAULT (wallet-2): APXYEg1wQheu...
  NSWAP (wallet-3): 7PV9EpZXivde...
  PCHAIN (wallet-4): D8u7g47FCPtM...
  SEEDG (wallet-5): 8k51Q6gvA8nU...
  SKNET (wallet-6): FYVK2YQrXT47...
  MDAO (wallet-7): GFgbDMJmMmrK...
  TRELAY (wallet-8): AemCtvSpewGh...
  CSIGN (wallet-9): kynRpxt3ASUk...
  SWARM (wallet-10): F3kXwe6eF8hS...

Starting monitor (polling every 15s + WebSocket)...

WebSocket connected — subscribing to token trades...
  [1:26:35 PM] TRELAY: $4824 mcap (target: $6000)
  [1:26:37 PM] CSIGN: $4824 mcap (target: $6000)
  [1:26:37 PM] TRELAY trade: mcap ~$2470 (buy)
  [1:26:38 PM] SWARM: $4830 mcap (target: $6000)
  [1:26:56 PM] SEEKBOT: $4803 mcap (target: $6000)
  [1:26:57 PM] AVAULT: $4803 mcap (target: $6000)
  [1:26:59 PM] NSWAP: $4800 mcap (target: $6000)
  [1:27:01 PM] PCHAIN: $4800 mcap (target: $6000)
  [1:27:03 PM] SEEDG: $4800 mcap (target: $6000)
  [1:27:05 PM] SKNET: $4800 mcap (target: $6000)
  [1:27:06 PM] MDAO: $4800 mcap (target: $6000)
  [1:27:07 PM] SEEKBOT trade: mcap ~$2449 (buy)
  [1:27:08 PM] TRELAY: $4827 mcap (target: $6000)
  [1:27:10 PM] CSIGN: $4824 mcap (target: $6000)
  [1:27:12 PM] SWARM: $4830 mcap (target: $6000)
  [1:27:29 PM] SEEKBOT: $5249 mcap (target: $6000)
  [1:27:31 PM] AVAULT: $5245 mcap (target: $6000)
  [1:27:32 PM] NSWAP: $5242 mcap (target: $6000)
  [1:27:34 PM] PCHAIN: $5242 mcap (target: $6000)
  [1:27:36 PM] SEEDG: $5242 mcap (target: $6000)
  [1:27:37 PM] SKNET: $5242 mcap (target: $6000)
  [1:27:39 PM] MDAO: $5242 mcap (target: $6000)
  [1:27:41 PM] TRELAY: $5271 mcap (target: $6000)
  [1:27:43 PM] CSIGN: $5267 mcap (target: $6000)
  [1:27:44 PM] SWARM: $5274 mcap (target: $6000)
  [1:27:50 PM] AVAULT trade: mcap ~$2449 (buy)
  [1:28:02 PM] SEEKBOT: $5249 mcap (target: $6000)
  [1:28:04 PM] AVAULT: $5249 mcap (target: $6000)
  [1:28:05 PM] NSWAP: $5242 mcap (target: $6000)
  [1:28:07 PM] PCHAIN: $5242 mcap (target: $6000)
  [1:28:09 PM] SEEDG: $5242 mcap (target: $6000)
  [1:28:11 PM] SKNET: $5242 mcap (target: $6000)
  [1:28:13 PM] MDAO: $5242 mcap (target: $6000)
  [1:28:14 PM] TRELAY: $5271 mcap (target: $6000)
  [1:28:16 PM] CSIGN: $5267 mcap (target: $6000)
  [1:28:18 PM] SWARM: $5274 mcap (target: $6000)
  [1:28:33 PM] PCHAIN trade: mcap ~$2446 (buy)
  [1:28:35 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:28:36 PM] AVAULT: $4806 mcap (target: $6000)
  [1:28:38 PM] NSWAP: $4800 mcap (target: $6000)
  [1:28:40 PM] PCHAIN: $4803 mcap (target: $6000)
  [1:28:42 PM] SEEDG: $4800 mcap (target: $6000)
  [1:28:43 PM] SKNET: $4800 mcap (target: $6000)
  [1:28:45 PM] MDAO: $4800 mcap (target: $6000)
  [1:28:47 PM] TRELAY: $4827 mcap (target: $6000)
  [1:28:49 PM] CSIGN: $4824 mcap (target: $6000)
  [1:28:50 PM] SWARM: $4830 mcap (target: $6000)
  [1:29:08 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:29:09 PM] AVAULT: $4806 mcap (target: $6000)
  [1:29:11 PM] NSWAP: $4800 mcap (target: $6000)
  [1:29:12 PM] PCHAIN trade: mcap ~$2243 (buy)
  [1:29:13 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:29:15 PM] SEEDG: $4800 mcap (target: $6000)
  [1:29:17 PM] SKNET: $4800 mcap (target: $6000)
  [1:29:18 PM] MDAO: $4800 mcap (target: $6000)
  [1:29:20 PM] TRELAY: $4827 mcap (target: $6000)
  [1:29:22 PM] CSIGN: $4824 mcap (target: $6000)
  [1:29:24 PM] SWARM: $4830 mcap (target: $6000)
  [1:29:41 PM] SEEKBOT: $5252 mcap (target: $6000)
  [1:29:43 PM] AVAULT: $5252 mcap (target: $6000)
  [1:29:44 PM] NSWAP: $5245 mcap (target: $6000)
  [1:29:46 PM] PCHAIN: $5252 mcap (target: $6000)
  [1:29:48 PM] SEEDG: $5245 mcap (target: $6000)
  [1:29:49 PM] SKNET: $5245 mcap (target: $6000)
  [1:29:51 PM] MDAO: $5245 mcap (target: $6000)
  [1:29:53 PM] TRELAY: $5274 mcap (target: $6000)
  [1:29:55 PM] CSIGN: $5270 mcap (target: $6000)
  [1:29:57 PM] SWARM: $5277 mcap (target: $6000)
  [1:30:05 PM] NSWAP trade: mcap ~$2447 (buy)
  [1:30:14 PM] SEEKBOT: $5252 mcap (target: $6000)
  [1:30:15 PM] AVAULT: $5252 mcap (target: $6000)
  [1:30:17 PM] NSWAP: $5248 mcap (target: $6000)
  [1:30:19 PM] PCHAIN: $5252 mcap (target: $6000)
  [1:30:21 PM] SEEDG: $5245 mcap (target: $6000)
  [1:30:23 PM] SKNET: $5245 mcap (target: $6000)
  [1:30:24 PM] MDAO: $5245 mcap (target: $6000)
  [1:30:26 PM] TRELAY: $5274 mcap (target: $6000)
  [1:30:28 PM] CSIGN: $5270 mcap (target: $6000)
  [1:30:30 PM] SWARM: $5277 mcap (target: $6000)
  [1:30:36 PM] NSWAP trade: mcap ~$2451 (buy)
  [1:30:47 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:30:49 PM] AVAULT: $4806 mcap (target: $6000)
  [1:30:50 PM] NSWAP: $4806 mcap (target: $6000)
  [1:30:52 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:30:54 PM] SEEDG: $4800 mcap (target: $6000)
  [1:30:56 PM] SKNET: $4800 mcap (target: $6000)
  [1:30:57 PM] MDAO: $4800 mcap (target: $6000)
  [1:30:59 PM] TRELAY: $4827 mcap (target: $6000)
  [1:31:01 PM] CSIGN: $4824 mcap (target: $6000)
  [1:31:03 PM] SWARM: $4830 mcap (target: $6000)
  [1:31:20 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:31:22 PM] AVAULT: $4806 mcap (target: $6000)
  [1:31:24 PM] NSWAP: $4806 mcap (target: $6000)
  [1:31:26 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:31:27 PM] SEEDG: $4800 mcap (target: $6000)
  [1:31:29 PM] SKNET: $4800 mcap (target: $6000)
  [1:31:31 PM] MDAO: $4800 mcap (target: $6000)
  [1:31:33 PM] TRELAY: $4827 mcap (target: $6000)
  [1:31:34 PM] CSIGN: $4824 mcap (target: $6000)
  [1:31:36 PM] SWARM: $4830 mcap (target: $6000)
  [1:31:43 PM] SKNET trade: mcap ~$2240 (buy)
  [1:31:53 PM] SEEKBOT: $5252 mcap (target: $6000)
  [1:31:55 PM] AVAULT: $5252 mcap (target: $6000)
  [1:31:57 PM] NSWAP: $5252 mcap (target: $6000)
  [1:31:59 PM] PCHAIN: $5252 mcap (target: $6000)
  [1:32:00 PM] SEEDG: $5245 mcap (target: $6000)
  [1:32:02 PM] SKNET: $5249 mcap (target: $6000)
  [1:32:04 PM] MDAO: $5245 mcap (target: $6000)
  [1:32:06 PM] TRELAY: $5275 mcap (target: $6000)
  [1:32:07 PM] CSIGN: $5271 mcap (target: $6000)
  [1:32:09 PM] SWARM: $5278 mcap (target: $6000)
  [1:32:26 PM] SEEKBOT: $5252 mcap (target: $6000)
  [1:32:26 PM] AVAULT trade: mcap ~$2454 (buy)
  [1:32:28 PM] AVAULT: $5256 mcap (target: $6000)
  [1:32:30 PM] NSWAP: $5252 mcap (target: $6000)
  [1:32:32 PM] PCHAIN: $5252 mcap (target: $6000)
  [1:32:33 PM] SEEDG: $5245 mcap (target: $6000)
  [1:32:35 PM] SKNET: $5249 mcap (target: $6000)
  [1:32:37 PM] MDAO: $5245 mcap (target: $6000)
  [1:32:39 PM] TRELAY: $5275 mcap (target: $6000)
  [1:32:40 PM] CSIGN: $5271 mcap (target: $6000)
  [1:32:42 PM] SWARM: $5278 mcap (target: $6000)
  [1:32:59 PM] SEEKBOT: $5253 mcap (target: $6000)
  [1:33:01 PM] AVAULT: $5256 mcap (target: $6000)
  [1:33:03 PM] NSWAP: $5253 mcap (target: $6000)
  [1:33:05 PM] PCHAIN: $5253 mcap (target: $6000)
  [1:33:06 PM] SEEDG: $5246 mcap (target: $6000)
  [1:33:08 PM] SKNET: $5249 mcap (target: $6000)
  [1:33:10 PM] MDAO: $5246 mcap (target: $6000)
  [1:33:12 PM] TRELAY: $5275 mcap (target: $6000)
  [1:33:13 PM] CSIGN: $5272 mcap (target: $6000)
  [1:33:15 PM] SWARM: $5279 mcap (target: $6000)
  [1:33:23 PM] SKNET trade: mcap ~$2451 (buy)
  [1:33:32 PM] SEEKBOT: $5255 mcap (target: $6000)
  [1:33:34 PM] AVAULT: $5259 mcap (target: $6000)
  [1:33:36 PM] NSWAP: $5255 mcap (target: $6000)
  [1:33:38 PM] PCHAIN: $5255 mcap (target: $6000)
  [1:33:40 PM] SEEDG: $5248 mcap (target: $6000)
  [1:33:42 PM] SKNET: $5255 mcap (target: $6000)
  [1:33:43 PM] MDAO: $5248 mcap (target: $6000)
  [1:33:45 PM] TRELAY: $5278 mcap (target: $6000)
  [1:33:46 PM] SKNET trade: mcap ~$2455 (buy)
  [1:33:47 PM] CSIGN: $5274 mcap (target: $6000)
  [1:33:48 PM] SWARM: $5281 mcap (target: $6000)
  [1:34:06 PM] SEEKBOT: $5255 mcap (target: $6000)
  [1:34:07 PM] AVAULT: $5259 mcap (target: $6000)
  [1:34:09 PM] NSWAP: $5255 mcap (target: $6000)
  [1:34:11 PM] PCHAIN: $5255 mcap (target: $6000)
  [1:34:12 PM] SEEDG: $5248 mcap (target: $6000)
  [1:34:14 PM] SKNET: $5259 mcap (target: $6000)
  [1:34:16 PM] MDAO: $5248 mcap (target: $6000)
  [1:34:18 PM] TRELAY: $5278 mcap (target: $6000)
  [1:34:19 PM] CSIGN: $5274 mcap (target: $6000)
  [1:34:21 PM] SWARM: $5281 mcap (target: $6000)
  [1:34:22 PM] TRELAY trade: mcap ~$2476 (buy)
  [1:34:38 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:34:41 PM] AVAULT: $4810 mcap (target: $6000)
  [1:34:42 PM] NSWAP: $4806 mcap (target: $6000)
  [1:34:44 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:34:46 PM] SEEDG: $4800 mcap (target: $6000)
  [1:34:48 PM] SKNET: $4810 mcap (target: $6000)
  [1:34:49 PM] MDAO: $4800 mcap (target: $6000)
  [1:34:51 PM] TRELAY: $4830 mcap (target: $6000)
  [1:34:53 PM] CSIGN: $4824 mcap (target: $6000)
  [1:34:55 PM] SWARM: $4830 mcap (target: $6000)
  [1:35:00 PM] TRELAY trade: mcap ~$2268 (buy)
  [1:35:12 PM] SEEKBOT: $4806 mcap (target: $6000)
  [1:35:14 PM] AVAULT: $4810 mcap (target: $6000)
  [1:35:15 PM] NSWAP: $4806 mcap (target: $6000)
  [1:35:17 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:35:19 PM] SEEDG: $4800 mcap (target: $6000)
  [1:35:20 PM] SKNET: $4810 mcap (target: $6000)
  [1:35:22 PM] MDAO: $4800 mcap (target: $6000)
  [1:35:24 PM] TRELAY: $4833 mcap (target: $6000)
  [1:35:26 PM] CSIGN: $4824 mcap (target: $6000)
  [1:35:28 PM] SWARM: $4830 mcap (target: $6000)
  [1:35:45 PM] SEEKBOT: $5259 mcap (target: $6000)
  [1:35:46 PM] AVAULT: $5262 mcap (target: $6000)
  [1:35:48 PM] NSWAP: $5259 mcap (target: $6000)
  [1:35:50 PM] PCHAIN: $5259 mcap (target: $6000)
  [1:35:52 PM] SEEDG: $5252 mcap (target: $6000)
  [1:35:53 PM] SKNET: $5262 mcap (target: $6000)
  [1:35:55 PM] MDAO: $5252 mcap (target: $6000)
  [1:35:56 PM] AVAULT trade: mcap ~$2460 (buy)
  [1:35:57 PM] TRELAY: $5288 mcap (target: $6000)
  [1:35:59 PM] CSIGN: $5278 mcap (target: $6000)
  [1:36:01 PM] SWARM: $5285 mcap (target: $6000)
  [1:36:18 PM] SEEKBOT: $5259 mcap (target: $6000)
  [1:36:19 PM] AVAULT: $5266 mcap (target: $6000)
  [1:36:21 PM] NSWAP: $5259 mcap (target: $6000)
  [1:36:23 PM] PCHAIN: $5259 mcap (target: $6000)
  [1:36:25 PM] SEEDG: $5252 mcap (target: $6000)
  [1:36:26 PM] SKNET: $5262 mcap (target: $6000)
  [1:36:28 PM] MDAO: $5252 mcap (target: $6000)
  [1:36:30 PM] TRELAY: $5288 mcap (target: $6000)
  [1:36:32 PM] CSIGN: $5278 mcap (target: $6000)
  [1:36:33 PM] SWARM: $5285 mcap (target: $6000)
  [1:36:51 PM] SEEKBOT: $5261 mcap (target: $6000)
  [1:36:52 PM] AVAULT: $5268 mcap (target: $6000)
  [1:36:54 PM] NSWAP: $5261 mcap (target: $6000)
  [1:36:56 PM] PCHAIN: $5261 mcap (target: $6000)
  [1:36:58 PM] SEEDG: $5254 mcap (target: $6000)
  [1:36:59 PM] SKNET: $5265 mcap (target: $6000)
  [1:37:01 PM] MDAO: $5254 mcap (target: $6000)
  [1:37:03 PM] TRELAY: $5291 mcap (target: $6000)
  [1:37:05 PM] CSIGN: $5280 mcap (target: $6000)
  [1:37:07 PM] SWARM: $5287 mcap (target: $6000)
  [1:37:22 PM] CSIGN trade: mcap ~$2476 (buy)
  [1:37:24 PM] SEEKBOT: $5261 mcap (target: $6000)
  [1:37:26 PM] AVAULT: $5268 mcap (target: $6000)
  [1:37:27 PM] NSWAP: $5261 mcap (target: $6000)
  [1:37:29 PM] PCHAIN: $5261 mcap (target: $6000)
  [1:37:31 PM] SEEDG: $5254 mcap (target: $6000)
  [1:37:32 PM] SKNET: $5265 mcap (target: $6000)
  [1:37:34 PM] MDAO: $5254 mcap (target: $6000)
  [1:37:36 PM] TRELAY: $5291 mcap (target: $6000)
  [1:37:38 PM] CSIGN: $5284 mcap (target: $6000)
  [1:37:39 PM] SWARM: $5287 mcap (target: $6000)
  [1:37:50 PM] SEEKBOT trade: mcap ~$2458 (buy)
  [1:37:56 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:37:58 PM] AVAULT: $4813 mcap (target: $6000)
  [1:38:00 PM] NSWAP: $4806 mcap (target: $6000)
  [1:38:02 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:38:03 PM] SEEDG: $4800 mcap (target: $6000)
  [1:38:05 PM] SKNET: $4810 mcap (target: $6000)
  [1:38:07 PM] MDAO: $4800 mcap (target: $6000)
  [1:38:09 PM] TRELAY: $4833 mcap (target: $6000)
  [1:38:10 PM] CSIGN: $4827 mcap (target: $6000)
  [1:38:12 PM] SWARM: $4830 mcap (target: $6000)
  [1:38:29 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:38:31 PM] AVAULT: $4813 mcap (target: $6000)
  [1:38:32 PM] MDAO trade: mcap ~$2240 (buy)
  [1:38:33 PM] NSWAP: $4806 mcap (target: $6000)
  [1:38:34 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:38:36 PM] SEEDG: $4800 mcap (target: $6000)
  [1:38:38 PM] SKNET: $4810 mcap (target: $6000)
  [1:38:40 PM] MDAO: $4803 mcap (target: $6000)
  [1:38:41 PM] TRELAY: $4833 mcap (target: $6000)
  [1:38:43 PM] CSIGN: $4827 mcap (target: $6000)
  [1:38:45 PM] SWARM: $4830 mcap (target: $6000)
  [1:39:02 PM] SEEKBOT: $5267 mcap (target: $6000)
  [1:39:04 PM] MDAO trade: mcap ~$2456 (buy)
  [1:39:04 PM] AVAULT: $5270 mcap (target: $6000)
  [1:39:06 PM] NSWAP: $5263 mcap (target: $6000)
  [1:39:08 PM] PCHAIN: $5263 mcap (target: $6000)
  [1:39:09 PM] SEEDG: $5256 mcap (target: $6000)
  [1:39:11 PM] SKNET: $5267 mcap (target: $6000)
  [1:39:13 PM] MDAO: $5263 mcap (target: $6000)
  [1:39:15 PM] TRELAY: $5292 mcap (target: $6000)
  [1:39:17 PM] CSIGN: $5285 mcap (target: $6000)
  [1:39:18 PM] SWARM: $5289 mcap (target: $6000)
  [1:39:35 PM] SEEKBOT: $5266 mcap (target: $6000)
  [1:39:37 PM] AVAULT: $5269 mcap (target: $6000)
  [1:39:39 PM] NSWAP: $5262 mcap (target: $6000)
  [1:39:39 PM] NSWAP trade: mcap ~$2246 (buy)
  [1:39:40 PM] PCHAIN: $5262 mcap (target: $6000)
  [1:39:42 PM] SEEDG: $5255 mcap (target: $6000)
  [1:39:44 PM] SKNET: $5266 mcap (target: $6000)
  [1:39:46 PM] MDAO: $5262 mcap (target: $6000)
  [1:39:48 PM] TRELAY: $5292 mcap (target: $6000)
  [1:39:49 PM] CSIGN: $5285 mcap (target: $6000)
  [1:39:51 PM] SWARM: $5288 mcap (target: $6000)
  [1:40:08 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:40:10 PM] AVAULT: $4813 mcap (target: $6000)
  [1:40:12 PM] NSWAP: $4810 mcap (target: $6000)
  [1:40:14 PM] PCHAIN: $4806 mcap (target: $6000)
  [1:40:15 PM] SEEDG: $4800 mcap (target: $6000)
  [1:40:17 PM] SKNET: $4810 mcap (target: $6000)
  [1:40:19 PM] MDAO: $4806 mcap (target: $6000)
  [1:40:20 PM] TRELAY: $4833 mcap (target: $6000)
  [1:40:22 PM] CSIGN: $4827 mcap (target: $6000)
  [1:40:24 PM] SWARM: $4830 mcap (target: $6000)
  [1:40:31 PM] PCHAIN trade: mcap ~$2246 (buy)
  [1:40:41 PM] SEEKBOT: $5265 mcap (target: $6000)
  [1:40:43 PM] AVAULT: $5268 mcap (target: $6000)
  [1:40:45 PM] NSWAP: $5265 mcap (target: $6000)
  [1:40:47 PM] PCHAIN: $5265 mcap (target: $6000)
  [1:40:48 PM] SEEDG: $5254 mcap (target: $6000)
  [1:40:50 PM] SKNET: $5265 mcap (target: $6000)
  [1:40:52 PM] MDAO: $5261 mcap (target: $6000)
  [1:40:53 PM] TRELAY: $5291 mcap (target: $6000)
  [1:40:55 PM] CSIGN: $5284 mcap (target: $6000)
  [1:40:57 PM] SWARM: $5287 mcap (target: $6000)
  [1:41:13 PM] AVAULT trade: mcap ~$2465 (buy)
  [1:41:14 PM] SEEKBOT: $5265 mcap (target: $6000)
  [1:41:16 PM] AVAULT: $5272 mcap (target: $6000)
  [1:41:18 PM] NSWAP: $5265 mcap (target: $6000)
  [1:41:19 PM] PCHAIN: $5265 mcap (target: $6000)
  [1:41:21 PM] SEEDG: $5254 mcap (target: $6000)
  [1:41:23 PM] SKNET: $5265 mcap (target: $6000)
  [1:41:25 PM] MDAO: $5261 mcap (target: $6000)
  [1:41:26 PM] TRELAY: $5291 mcap (target: $6000)
  [1:41:28 PM] CSIGN: $5284 mcap (target: $6000)
  [1:41:30 PM] SWARM: $5287 mcap (target: $6000)
  [1:41:45 PM] SWARM trade: mcap ~$2482 (buy)
  [1:41:47 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:41:49 PM] AVAULT: $4816 mcap (target: $6000)
  [1:41:50 PM] NSWAP: $4810 mcap (target: $6000)
  [1:41:52 PM] PCHAIN: $4810 mcap (target: $6000)
  [1:41:54 PM] SEEDG: $4800 mcap (target: $6000)
  [1:41:55 PM] SKNET: $4810 mcap (target: $6000)
  [1:41:57 PM] MDAO: $4806 mcap (target: $6000)
  [1:41:59 PM] TRELAY: $4833 mcap (target: $6000)
  [1:42:01 PM] CSIGN: $4827 mcap (target: $6000)
  [1:42:02 PM] SWARM: $4833 mcap (target: $6000)
  [1:42:20 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:42:21 PM] AVAULT: $4816 mcap (target: $6000)
  [1:42:23 PM] NSWAP: $4810 mcap (target: $6000)
  [1:42:25 PM] PCHAIN: $4810 mcap (target: $6000)
  [1:42:26 PM] CSIGN trade: mcap ~$2265 (buy)
  [1:42:27 PM] SEEDG: $4800 mcap (target: $6000)
  [1:42:28 PM] SKNET: $4810 mcap (target: $6000)
  [1:42:30 PM] MDAO: $4806 mcap (target: $6000)
  [1:50:25 PM] CSIGN: $4830 mcap (target: $6000)
  [1:50:27 PM] SWARM: $4833 mcap (target: $6000)
  [1:50:44 PM] SEEKBOT: $5258 mcap (target: $6000)
  [1:50:46 PM] AVAULT: $5265 mcap (target: $6000)
  [1:50:48 PM] NSWAP: $5258 mcap (target: $6000)
  [1:50:50 PM] PCHAIN: $5258 mcap (target: $6000)
  [1:50:51 PM] SWARM trade: mcap ~$2483 (buy)
  [1:50:51 PM] SWARM trade: mcap ~$2479 (sell)
  [1:50:51 PM] SEEDG: $5248 mcap (target: $6000)
  [1:50:53 PM] SKNET: $5258 mcap (target: $6000)
  [1:50:55 PM] MDAO: $5255 mcap (target: $6000)
  [1:50:57 PM] TRELAY: $5284 mcap (target: $6000)
  [1:50:58 PM] CSIGN: $5280 mcap (target: $6000)
  [1:51:00 PM] SWARM: $5284 mcap (target: $6000)
  [1:51:12 PM] SKNET trade: mcap ~$2458 (buy)
  [1:51:17 PM] SEEKBOT: $5258 mcap (target: $6000)
  [1:51:19 PM] AVAULT: $5265 mcap (target: $6000)
  [1:51:21 PM] NSWAP: $5258 mcap (target: $6000)
  [1:51:23 PM] PCHAIN: $5258 mcap (target: $6000)
  [1:51:24 PM] SEEDG: $5248 mcap (target: $6000)
  [1:51:26 PM] SKNET: $5262 mcap (target: $6000)
  [1:51:28 PM] MDAO: $5255 mcap (target: $6000)
  [1:51:29 PM] TRELAY: $5284 mcap (target: $6000)
  [1:51:31 PM] CSIGN: $5280 mcap (target: $6000)
  [1:51:33 PM] SWARM: $5284 mcap (target: $6000)
  [1:51:49 PM] CSIGN trade: mcap ~$2481 (buy)
  [1:51:50 PM] SEEKBOT: $5262 mcap (target: $6000)
  [1:51:52 PM] AVAULT: $5269 mcap (target: $6000)
  [1:51:54 PM] NSWAP: $5262 mcap (target: $6000)
  [1:51:56 PM] PCHAIN: $5262 mcap (target: $6000)
  [1:51:57 PM] SEEDG: $5251 mcap (target: $6000)
  [1:51:59 PM] SKNET: $5265 mcap (target: $6000)
  [1:52:01 PM] MDAO: $5258 mcap (target: $6000)
  [1:52:03 PM] TRELAY: $5288 mcap (target: $6000)
  [1:52:04 PM] CSIGN: $5288 mcap (target: $6000)
  [1:52:06 PM] SWARM: $5288 mcap (target: $6000)
  [1:52:23 PM] SEEKBOT: $5262 mcap (target: $6000)
  [1:52:25 PM] AVAULT: $5269 mcap (target: $6000)
  [1:52:26 PM] TRELAY trade: mcap ~$2484 (buy)
  [1:52:27 PM] NSWAP: $5262 mcap (target: $6000)
  [1:52:28 PM] PCHAIN: $5262 mcap (target: $6000)
  [1:52:30 PM] SEEDG: $5251 mcap (target: $6000)
  [1:52:32 PM] SKNET: $5265 mcap (target: $6000)
  [1:52:34 PM] MDAO: $5258 mcap (target: $6000)
  [1:52:35 PM] TRELAY: $5291 mcap (target: $6000)
  [1:52:37 PM] CSIGN: $5288 mcap (target: $6000)
  [1:52:39 PM] SWARM: $5288 mcap (target: $6000)
  [1:52:56 PM] SEEKBOT: $5267 mcap (target: $6000)
  [1:52:57 PM] AVAULT: $5274 mcap (target: $6000)
  [1:52:59 PM] NSWAP: $5267 mcap (target: $6000)
  [1:53:01 PM] PCHAIN: $5267 mcap (target: $6000)
  [1:53:03 PM] SEEDG: $5256 mcap (target: $6000)
  [1:53:05 PM] SKNET: $5270 mcap (target: $6000)
  [1:53:06 PM] MDAO: $5263 mcap (target: $6000)
  [1:53:08 PM] TRELAY: $5296 mcap (target: $6000)
  [1:53:10 PM] CSIGN: $5292 mcap (target: $6000)
  [1:53:12 PM] SWARM: $5292 mcap (target: $6000)
  [1:53:25 PM] SEEDG trade: mcap ~$2452 (buy)
  [1:53:28 PM] SEEKBOT: $5267 mcap (target: $6000)
  [1:53:30 PM] AVAULT: $5274 mcap (target: $6000)
  [1:53:32 PM] NSWAP: $5267 mcap (target: $6000)
  [1:53:34 PM] PCHAIN: $5267 mcap (target: $6000)
  [1:53:35 PM] SEEDG: $5260 mcap (target: $6000)
  [1:53:37 PM] SKNET: $5270 mcap (target: $6000)
  [1:53:39 PM] MDAO: $5263 mcap (target: $6000)
  [1:53:41 PM] TRELAY: $5296 mcap (target: $6000)
  [1:53:42 PM] CSIGN: $5292 mcap (target: $6000)
  [1:53:44 PM] SWARM: $5292 mcap (target: $6000)
  [1:54:01 PM] SEEKBOT: $5265 mcap (target: $6000)
  [1:54:03 PM] AVAULT: $5272 mcap (target: $6000)
  [1:54:05 PM] NSWAP: $5265 mcap (target: $6000)
  [1:54:07 PM] PCHAIN: $5265 mcap (target: $6000)
  [1:54:08 PM] SEEDG: $5258 mcap (target: $6000)
  [1:54:10 PM] SKNET: $5268 mcap (target: $6000)
  [1:54:12 PM] MDAO: $5261 mcap (target: $6000)
  [1:54:14 PM] TRELAY: $5294 mcap (target: $6000)
  [1:54:16 PM] CSIGN: $5291 mcap (target: $6000)
  [1:54:16 PM] SEEDG trade: mcap ~$2455 (buy)
  [1:54:17 PM] SWARM: $5291 mcap (target: $6000)
  [1:54:34 PM] SEEKBOT: $5263 mcap (target: $6000)
  [1:54:36 PM] AVAULT: $5270 mcap (target: $6000)
  [1:54:38 PM] NSWAP: $5263 mcap (target: $6000)
  [1:54:40 PM] PCHAIN: $5263 mcap (target: $6000)
  [1:54:42 PM] SEEDG: $5259 mcap (target: $6000)
  [1:54:43 PM] SKNET: $5266 mcap (target: $6000)
  [1:54:45 PM] MDAO: $5259 mcap (target: $6000)
  [1:54:47 PM] TRELAY: $5292 mcap (target: $6000)
  [1:54:47 PM] NSWAP trade: mcap ~$2249 (buy)
  [1:54:48 PM] CSIGN: $5289 mcap (target: $6000)
  [1:54:50 PM] SWARM: $5289 mcap (target: $6000)
  [1:55:07 PM] SEEKBOT: $4810 mcap (target: $6000)
  [1:55:09 PM] AVAULT: $4816 mcap (target: $6000)
  [1:55:11 PM] NSWAP: $4813 mcap (target: $6000)
  [1:55:13 PM] PCHAIN: $4810 mcap (target: $6000)
  [1:55:15 PM] SEEDG: $4806 mcap (target: $6000)
  [1:55:17 PM] SKNET: $4813 mcap (target: $6000)
  [1:55:18 PM] MDAO: $4806 mcap (target: $6000)
  [1:55:20 PM] TRELAY: $4837 mcap (target: $6000)
  [1:55:22 PM] CSIGN: $4833 mcap (target: $6000)
  [1:55:24 PM] SWARM: $4833 mcap (target: $6000)
  [1:56:39 PM] SEEKBOT: $5262 mcap (target: $6000)
  [1:56:41 PM] AVAULT: $5269 mcap (target: $6000)
  [1:56:43 PM] NSWAP: $5266 mcap (target: $6000)
  [1:56:45 PM] PCHAIN: $5262 mcap (target: $6000)
  [1:56:46 PM] NSWAP trade: mcap ~$2464 (buy)
  [1:56:46 PM] SEEDG: $5259 mcap (target: $6000)
  [1:56:48 PM] SKNET: $5266 mcap (target: $6000)
  [1:56:50 PM] MDAO: $5259 mcap (target: $6000)
  [1:56:52 PM] TRELAY: $5292 mcap (target: $6000)
  [1:56:53 PM] CSIGN: $5288 mcap (target: $6000)
  [1:56:55 PM] SWARM: $5288 mcap (target: $6000)
  [1:57:12 PM] SEEKBOT: $5262 mcap (target: $6000)
